"id";"produto_principal";"produto_composicao";"quantidade";"valor_unitario";"valor_custo";"valor_produto";"data"
"13323";"LEGUMES SALTEADOS - MSP";"SALSA FRESCA";"0.01";"48";"0.48";"0";"2025-09-25 18:17:12"
"13288";"FETTUCCINE ALHO E OLEO MSP";"SAL COM ERVAS";"0.005";"7.46";"0.04";"0";"2025-09-25 18:16:56"
"13289";"FETTUCCINE ALHO E OLEO MSP";"MANTEIGA COM SAL";"0.005";"42.68";"0.21";"0";"2025-09-25 18:16:56"
"13290";"FETTUCCINE ALHO E OLEO MSP";"PIMENTA DO REINO";"0.001";"75";"0.08";"0";"2025-09-25 18:16:56"
"13291";"FETTUCCINE ALHO E OLEO MSP";"SALSA FRESCA";"0.001";"48";"0.05";"0";"2025-09-25 18:16:56"
"13292";"FETTUCCINE ALHO E OLEO MSP";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";"0";"2025-09-25 18:16:56"
"13293";"FETTUCCINE ALHO E OLEO MSP";"ALHO";"0.0005";"22";"0.01";"0";"2025-09-25 18:16:56"
"13336";"FETTUCCINE MOLHO ALFREDO - MSP";"MANTEIGA COM SAL";"0.02";"42.68";"0.85";NULL;"2025-09-25 18:16:12"
"13337";"FETTUCCINE MOLHO ALFREDO - MSP";"QUEIJO PARMESÃO";"0.02";"56";"1.12";NULL;"2025-09-25 18:16:12"
"13338";"FETTUCCINE MOLHO ALFREDO - MSP";"SAL COM ERVAS";"0.002";"7.46";"0.01";NULL;"2025-09-25 18:16:12"
"13339";"FETTUCCINE MOLHO ALFREDO - MSP";"LEITE INTEGRAL";"0.03";"5.57";"0.17";NULL;"2025-09-25 18:16:12"
"13340";"FETTUCCINE MOLHO ALFREDO - MSP";"FARINHA DE TRIGO";"0.005";"4.36";"0.02";NULL;"2025-09-25 18:16:12"
"13341";"FETTUCCINE MOLHO ALFREDO - MSP";"CREME DE LEITE 17";"0.02";"13.07";"0.26";NULL;"2025-09-25 18:16:12"
"13342";"FETTUCCINE MOLHO ALFREDO - MSP";"QUEIJO MUÇARELA";"0.04";"33.02";"1.32";NULL;"2025-09-25 18:16:12"
"13343";"FETTUCCINE MOLHO ALFREDO - MSP";"SALSA FRESCA";"0.005";"48";"0.24";NULL;"2025-09-25 18:16:12"
"13344";"FETTUCCINE MOLHO ALFREDO - MSP";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";NULL;"2025-09-25 18:16:12"
"13304";"ARROZ BRANCO - MSP";"SAL COM ERVAS";"0.003";"7.46";"0.02";"0";"2025-09-25 18:15:50"
"13305";"ARROZ BRANCO - MSP";"ALHO";"0.003";"22";"0.07";"0";"2025-09-25 18:15:50"
"13306";"ARROZ BRANCO - MSP";"ARROZ";"0.1";"5.05";"0.5";"0";"2025-09-25 18:15:50"
"13307";"ARROZ BRANCO - MSP";"AZEITE COMPOSTO";"0.05";"20.16";"1.01";"0";"2025-09-25 18:15:50"
"13294";"BATATA FRITA - MSP";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"0";"2025-09-25 18:12:58"
"13295";"BATATA FRITA - MSP";"FRITAS 9X18MM";"0.175";"15.06";"2.64";"0";"2025-09-25 18:12:58"
"13330";"FETTUCCINE ALHO E OLEO MSP";"SAL COM ERVAS";"0.005";"7.46";"0.04";NULL;"2025-09-25 18:12:15"
"13331";"FETTUCCINE ALHO E OLEO MSP";"MANTEIGA COM SAL";"0.005";"42.68";"0.21";NULL;"2025-09-25 18:12:15"
"13332";"FETTUCCINE ALHO E OLEO MSP";"PIMENTA DO REINO";"0.001";"75";"0.08";NULL;"2025-09-25 18:12:15"
"13333";"FETTUCCINE ALHO E OLEO MSP";"SALSA FRESCA";"0.001";"48";"0.05";NULL;"2025-09-25 18:12:15"
"13334";"FETTUCCINE ALHO E OLEO MSP";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";NULL;"2025-09-25 18:12:15"
"13335";"FETTUCCINE ALHO E OLEO MSP";"ALHO";"0.0005";"22";"0.01";NULL;"2025-09-25 18:12:15"
"13262";"ANCHO 160G AO MADEIRA - MSP";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"49";"2025-09-25 17:42:46"
"13264";"ANCHO 160G AO MADEIRA - MSP";"ALHO";"0.05";"22";"1.1";"49";"2025-09-25 17:42:46"
"13265";"ANCHO 160G AO MADEIRA - MSP";"MOLHO MADEIRA";"0.05";"10.66";"0.53";"49";"2025-09-25 17:42:46"
"13266";"ANCHO 160G AO MADEIRA - MSP";"BEEF ANCHO 160 G ALMOCO";"1";"9.55";"9.55";"49";"2025-09-25 17:42:46"
"13237";"PARMEGIANA DE FRANGO - MSP";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"44";"2025-09-25 17:42:26"
"13238";"PARMEGIANA DE FRANGO - MSP";"PIMENTA DO REINO";"0.0025";"75";"0.19";"44";"2025-09-25 17:42:26"
"13239";"PARMEGIANA DE FRANGO - MSP";"OLEO DE SOJA";"0.005";"8.75";"0.04";"44";"2025-09-25 17:42:26"
"13240";"PARMEGIANA DE FRANGO - MSP";"ALHO";"0.005";"22";"0.11";"44";"2025-09-25 17:42:26"
"13241";"PARMEGIANA DE FRANGO - MSP";"QUEIJO PARMESÃO";"0.02";"56";"1.12";"44";"2025-09-25 17:42:26"
"13242";"PARMEGIANA DE FRANGO - MSP";"QUEIJO MUÇARELA FATIADA";"0.04";"47.76";"1.91";"44";"2025-09-25 17:42:26"
"13243";"PARMEGIANA DE FRANGO - MSP";"TOMATE TRITURADO";"0.08";"9.41";"0.75";"44";"2025-09-25 17:42:26"
"13244";"PARMEGIANA DE FRANGO - MSP";"FARINHA PANKO";"0.02";"19.9";"0.4";"44";"2025-09-25 17:42:26"
"13245";"PARMEGIANA DE FRANGO - MSP";"FARINHA DE TRIGO";"0.02";"4.36";"0.09";"44";"2025-09-25 17:42:26"
"13246";"PARMEGIANA DE FRANGO - MSP";"OVO";"0.05";"0.55";"0.03";"44";"2025-09-25 17:42:26"
"13247";"PARMEGIANA DE FRANGO - MSP";"LEITE INTEGRAL";"0.01";"5.57";"0.06";"44";"2025-09-25 17:42:26"
"13248";"PARMEGIANA DE FRANGO - MSP";"FRANGO PARMEGIANA 120G";"1";"2.97";"2.97";"44";"2025-09-25 17:42:26"
"13222";"FILE DE FRANGO CHIMICHURRI- MSP";"MANTEIGA COM SAL";"0.03";"42.68";"1.28";"39";"2025-09-25 17:42:07"
"13223";"FILE DE FRANGO CHIMICHURRI- MSP";"ALHO";"0.005";"22";"0.11";"39";"2025-09-25 17:42:07"
"13224";"FILE DE FRANGO CHIMICHURRI- MSP";"SAL COM ERVAS";"0.005";"7.46";"0.04";"39";"2025-09-25 17:42:07"
"13225";"FILE DE FRANGO CHIMICHURRI- MSP";"SALSA FRESCA";"0.005";"48";"0.24";"39";"2025-09-25 17:42:07"
"13226";"FILE DE FRANGO CHIMICHURRI- MSP";"FRANGO PARMEGIANA 120G";"1";"2.97";"2.97";"39";"2025-09-25 17:42:07"
"13227";"FILE DE FRANGO CHIMICHURRI- MSP";"MANJERICÃO FRESCO";"0.003";"50";"0.15";"39";"2025-09-25 17:42:07"
"13228";"FILE DE FRANGO CHIMICHURRI- MSP";"PIMENTÃO VERMELHO";"0.01";"19.79";"0.2";"39";"2025-09-25 17:42:07"
"13229";"FILE DE FRANGO CHIMICHURRI- MSP";"PIMENTA CALABRESA";"0.001";"45";"0.04";"39";"2025-09-25 17:42:07"
"13230";"FILE DE FRANGO CHIMICHURRI- MSP";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";"39";"2025-09-25 17:42:07"
"13212";"MILANESA BOVINA - MSP";"CARNE PARMEGIANA 90G";"1";"8.83";"8.83";"52";"2025-09-25 17:34:40"
"13213";"MILANESA BOVINA - MSP";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"52";"2025-09-25 17:34:40"
"13214";"MILANESA BOVINA - MSP";"PIMENTA DO REINO";"0.0025";"75";"0.19";"52";"2025-09-25 17:34:40"
"13215";"MILANESA BOVINA - MSP";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";"52";"2025-09-25 17:34:40"
"13216";"MILANESA BOVINA - MSP";"OLEO DE SOJA";"0.005";"8.75";"0.04";"52";"2025-09-25 17:34:40"
"13217";"MILANESA BOVINA - MSP";"ALHO";"0.005";"22";"0.11";"52";"2025-09-25 17:34:40"
"13218";"MILANESA BOVINA - MSP";"FARINHA PANKO";"0.02";"19.9";"0.4";"52";"2025-09-25 17:34:40"
"13219";"MILANESA BOVINA - MSP";"FARINHA DE TRIGO";"0.02";"4.36";"0.09";"52";"2025-09-25 17:34:40"
"13220";"MILANESA BOVINA - MSP";"LEITE INTEGRAL";"0.01";"5.57";"0.06";"52";"2025-09-25 17:34:40"
"13221";"MILANESA BOVINA - MSP";"OVO";"1";"0.55";"0.55";"52";"2025-09-25 17:34:40"
"13206";"FRANGO MILANESA-MSP";"LEITE INTEGRAL";"0.03";"5.57";"0.17";"39";"2025-09-25 17:27:23"
"13207";"FRANGO MILANESA-MSP";"ALHO";"0.01";"22";"0.22";"39";"2025-09-25 17:27:23"
"13208";"FRANGO MILANESA-MSP";"FARINHA DE TRIGO";"0.02";"4.36";"0.09";"39";"2025-09-25 17:27:23"
"13209";"FRANGO MILANESA-MSP";"OVO";"1";"0.55";"0.55";"39";"2025-09-25 17:27:23"
"13210";"FRANGO MILANESA-MSP";"FARINHA PANKO";"0.02";"19.9";"0.4";"39";"2025-09-25 17:27:23"
"13211";"FRANGO MILANESA-MSP";"FRANGO PARMEGIANA 120G";"1";"2.97";"2.97";"39";"2025-09-25 17:27:23"
"13202";"FILE MIGNON AO MADEIRA 180G- MSP";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"64";"2025-09-25 17:27:14"
"13203";"FILE MIGNON AO MADEIRA 180G- MSP";"ALHO";"0.05";"22";"1.1";"64";"2025-09-25 17:27:14"
"13204";"FILE MIGNON AO MADEIRA 180G- MSP";"MOLHO MADEIRA";"0.05";"10.66";"0.53";"64";"2025-09-25 17:27:14"
"13205";"FILE MIGNON AO MADEIRA 180G- MSP";"CARNE PARMEGIANA 90G";"2";"8.83";"17.66";"64";"2025-09-25 17:27:14"
"13197";"FILE MIGNON AO MADEIRA E OVO - MSP";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"49";"2025-09-25 17:26:39"
"13198";"FILE MIGNON AO MADEIRA E OVO - MSP";"OVO";"1";"0.55";"0.55";"49";"2025-09-25 17:26:39"
"13199";"FILE MIGNON AO MADEIRA E OVO - MSP";"ALHO";"0.05";"22";"1.1";"49";"2025-09-25 17:26:39"
"13200";"FILE MIGNON AO MADEIRA E OVO - MSP";"CARNE PARMEGIANA 90G";"1";"8.83";"8.83";"49";"2025-09-25 17:26:39"
"13201";"FILE MIGNON AO MADEIRA E OVO - MSP";"MOLHO MADEIRA";"0.05";"10.66";"0.53";"49";"2025-09-25 17:26:39"
"13188";"SOBRECOXA COM CHIMICHURRI - MSP";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";"39";"2025-09-25 17:25:38"
"13189";"SOBRECOXA COM CHIMICHURRI - MSP";"SALSA FRESCA";"0.002";"48";"0.1";"39";"2025-09-25 17:25:38"
"13190";"SOBRECOXA COM CHIMICHURRI - MSP";"ALHO";"0.01";"22";"0.22";"39";"2025-09-25 17:25:38"
"13191";"SOBRECOXA COM CHIMICHURRI - MSP";"SOBRECOXA TEMPERADA";"1";"3.14";"3.14";"39";"2025-09-25 17:25:38"
"13192";"SOBRECOXA COM CHIMICHURRI - MSP";"MANJERICÃO FRESCO";"0.03";"50";"1.5";"39";"2025-09-25 17:25:38"
"13193";"SOBRECOXA COM CHIMICHURRI - MSP";"PIMENTÃO VERMELHO";"0.01";"19.79";"0.2";"39";"2025-09-25 17:25:38"
"13194";"SOBRECOXA COM CHIMICHURRI - MSP";"SAL REFINADO";"0.002";"1.25";"0";"39";"2025-09-25 17:25:38"
"13195";"SOBRECOXA COM CHIMICHURRI - MSP";"PIMENTA CALABRESA";"0.001";"45";"0.04";"39";"2025-09-25 17:25:38"
"13196";"SOBRECOXA COM CHIMICHURRI - MSP";"OLEO DE SOJA";"0.01";"8.75";"0.09";"39";"2025-09-25 17:25:38"
"13181";"FRANGO COM MOLHO DE QUEIJOS - MSP";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";NULL;"2025-09-25 17:25:25"
"13182";"FRANGO COM MOLHO DE QUEIJOS - MSP";"FRANGO CUBOS 200G";"2";"5.09";"10.18";NULL;"2025-09-25 17:25:25"
"13183";"FRANGO COM MOLHO DE QUEIJOS - MSP";"QUEIJO MUÇARELA";"0.02";"33.02";"0.66";NULL;"2025-09-25 17:25:25"
"13184";"FRANGO COM MOLHO DE QUEIJOS - MSP";"LEITE INTEGRAL";"0.03";"5.57";"0.17";NULL;"2025-09-25 17:25:25"
"13185";"FRANGO COM MOLHO DE QUEIJOS - MSP";"QUEIJO CHEDDAR FATIA";"0.02";"33.3";"0.67";NULL;"2025-09-25 17:25:25"
"13186";"FRANGO COM MOLHO DE QUEIJOS - MSP";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";NULL;"2025-09-25 17:25:25"
"13187";"FRANGO COM MOLHO DE QUEIJOS - MSP";"SAL COM ERVAS";"0.01";"7.46";"0.07";NULL;"2025-09-25 17:25:25"
"13169";"PARMEGIANA BOVINA - MSP";"CARNE PARMEGIANA 90G";"1";"8.83";"8.83";"54";"2025-09-25 17:25:16"
"13170";"PARMEGIANA BOVINA - MSP";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"54";"2025-09-25 17:25:16"
"13171";"PARMEGIANA BOVINA - MSP";"PIMENTA DO REINO";"0.0025";"75";"0.19";"54";"2025-09-25 17:25:16"
"13172";"PARMEGIANA BOVINA - MSP";"OLEO DE SOJA";"0.005";"8.75";"0.04";"54";"2025-09-25 17:25:16"
"13173";"PARMEGIANA BOVINA - MSP";"ALHO";"0.005";"22";"0.11";"54";"2025-09-25 17:25:16"
"13174";"PARMEGIANA BOVINA - MSP";"QUEIJO PARMESÃO";"0.02";"56";"1.12";"54";"2025-09-25 17:25:16"
"13175";"PARMEGIANA BOVINA - MSP";"QUEIJO MUÇARELA FATIADA";"0.04";"47.76";"1.91";"54";"2025-09-25 17:25:16"
"13176";"PARMEGIANA BOVINA - MSP";"TOMATE TRITURADO";"0.08";"9.41";"0.75";"54";"2025-09-25 17:25:16"
"13177";"PARMEGIANA BOVINA - MSP";"FARINHA PANKO";"0.02";"19.9";"0.4";"54";"2025-09-25 17:25:16"
"13178";"PARMEGIANA BOVINA - MSP";"FARINHA DE TRIGO";"0.02";"4.36";"0.09";"54";"2025-09-25 17:25:16"
"13179";"PARMEGIANA BOVINA - MSP";"OVO";"0.05";"0.55";"0.03";"54";"2025-09-25 17:25:16"
"13180";"PARMEGIANA BOVINA - MSP";"LEITE INTEGRAL";"0.01";"5.57";"0.06";"54";"2025-09-25 17:25:16"
"13139";"LASANHA BOLONHESA";"QUEIJO MUÇARELA";"0.04";"33.02";"1.32";"39";"2025-09-25 17:14:47"
"13140";"LASANHA BOLONHESA";"QUEIJO PARMESÃO";"0.04";"56";"2.24";"39";"2025-09-25 17:14:47"
"13141";"LASANHA BOLONHESA";"SALSA FRESCA";"0.005";"48";"0.24";"39";"2025-09-25 17:14:47"
"13143";"LASANHA BOLONHESA";"OLEO DE SOJA";"0.005";"8.75";"0.04";"39";"2025-09-25 17:14:47"
"13146";"LASANHA BOLONHESA";"TOMATE TRITURADO";"0.05";"9.41";"0.47";"39";"2025-09-25 17:14:47"
"12862";"PRATO DO CHEFF- EXCLUIR";"BROCOLIS";"0.03";"23.69";"0.71";NULL;"2025-09-25 17:01:14"
"12863";"PRATO DO CHEFF- EXCLUIR";"MANTEIGA COM SAL";"0.005";"42.68";"0.21";NULL;"2025-09-25 17:01:14"
"12864";"PRATO DO CHEFF- EXCLUIR";"COUVE FLOR";"0.03";"16.04";"0.48";NULL;"2025-09-25 17:01:14"
"12865";"PRATO DO CHEFF- EXCLUIR";"SALSA FRESCA";"0.002";"48";"0.1";NULL;"2025-09-25 17:01:14"
"12866";"PRATO DO CHEFF- EXCLUIR";"ARROZ";"0.1";"5.05";"0.5";NULL;"2025-09-25 17:01:14"
"12867";"PRATO DO CHEFF- EXCLUIR";"ALHO";"0.01";"22";"0.22";NULL;"2025-09-25 17:01:14"
"12868";"PRATO DO CHEFF- EXCLUIR";"CENOURA";"0.04";"3.57";"0.14";NULL;"2025-09-25 17:01:14"
"12870";"PRATO DO CHEFF- EXCLUIR";"SOBRECOXA TEMPERADA";"1";"3.14";"3.14";NULL;"2025-09-25 17:01:14"
"12871";"PRATO DO CHEFF- EXCLUIR";"MANJERICÃO FRESCO";"0.02833";"50";"1.42";NULL;"2025-09-25 17:01:14"
"12872";"PRATO DO CHEFF- EXCLUIR";"PIMENTÃO VERMELHO";"0.01";"19.79";"0.2";NULL;"2025-09-25 17:01:14"
"12873";"PRATO DO CHEFF- EXCLUIR";"SAL REFINADO";"0.002";"1.25";"0";NULL;"2025-09-25 17:01:14"
"12874";"PRATO DO CHEFF- EXCLUIR";"PIMENTA CALABRESA";"0.001";"45";"0.04";NULL;"2025-09-25 17:01:14"
"12875";"PRATO DO CHEFF- EXCLUIR";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";NULL;"2025-09-25 17:01:14"
"12876";"PRATO DO CHEFF- EXCLUIR";"FEIJAO VERMELHO";"0.02";"16.76";"0.34";NULL;"2025-09-25 17:01:14"
"12915";"PRATO DO CHEFF- EXCLUIR";"LINGUICA FINA";"0.12";NULL;NULL;NULL;"2025-09-25 17:01:14"
"13267";"CARNE PARMEGIANA 90G";"FILE MIGNON BOVINO";"0.096";"52.48";"5.04";NULL;"2025-09-25 16:37:57"
"6271";"COPO TRADICIONAL";"COPO TRADICIONAL";"1";"3.2";"3.2";NULL;"2025-09-25 14:38:30"
"6274";"COPO TEXANO";"COPO TEXANO";"1";"3.05";"3.05";NULL;"2025-09-25 14:38:20"
"6270";"COPO RETRO";"COPO RETRO";"1";"3.05";"3.05";NULL;"2025-09-25 14:38:11"
"6275";"COPO PICANHA";"COPO PICANHA";"1";"3.05";"3.05";NULL;"2025-09-25 14:37:59"
"10521";"TORTA CHEESECAKE CHOCOLATE BRANCO COM OREO -BC";"CHOCOLATE BRANCO";"0.02083";"67.76";"1.41";NULL;"2025-09-25 14:34:13"
"10522";"TORTA CHEESECAKE CHOCOLATE BRANCO COM OREO -BC";"CREAM CHEESE";"0.03125";"35.317";"1.1";NULL;"2025-09-25 14:34:13"
"10525";"TORTA CHEESECAKE CHOCOLATE BRANCO COM OREO -BC";"CREME DE LEITE 17";"0.01042";"13.07";"0.14";NULL;"2025-09-25 14:34:13"
"10527";"TORTA CHEESECAKE CHOCOLATE BRANCO COM OREO -BC";"OREO TRITURADO";"0.02708";"48.49";"1.31";NULL;"2025-09-25 14:34:13"
"10528";"TORTA CHEESECAKE CHOCOLATE BRANCO COM OREO -BC";"BOLACHA OREO";"0.00563";"37";"0.21";NULL;"2025-09-25 14:34:13"
"12085";"TORTA CHEESECAKE CHOCOLATE BRANCO COM OREO -BC";"MANTEIGA COM SAL";"0.00208";"42.68";"0.09";NULL;"2025-09-25 14:34:13"
"10026";"SCHWEPPES TONICA LATA";"SCHWEPPES TONICA";"1";"3.698";"3.7";NULL;"2025-09-24 23:09:04"
"10027";"SCHWEPPES CITRUS LATA";"SCHWEPPES CITRUS";"1";"3.55";"3.55";NULL;"2025-09-24 23:08:37"
"9091";"SPRITE LATA";"SPRITE LATA";"1";"3.29";"3.29";NULL;"2025-09-24 23:08:26"
"10025";"FANTA GUARANA LATA";"FANTA GUARANA LATA";"1";"3.247";"3.25";NULL;"2025-09-24 23:08:14"
"9089";"FANTA LARANJA LATA";"FANTA LARANJA LATA";"1";"3.43";"3.43";NULL;"2025-09-24 23:08:00"
"9676";"COCA COLA LATA";"COCA-COLA LATA";"1";"3.42";"3.42";NULL;"2025-09-24 23:07:38"
"398";"HEINEKEN LONG NECK";"LONG NECK HEINEKEN";"1";"6.13";"6.13";"16";"2025-09-24 23:01:16"
"276";"AGUA COM GAS 500ML";"AGUA COM GAS";"1";"1.64";"1.64";"7";"2025-09-24 22:58:50"
"4350";"HEINEKEN LONG NECK ZERO ALCOOL";"LONG NECK HEINEKEN ZERO ALCOOL";"1";"7.25";"7.25";NULL;"2025-09-24 22:58:34"
"9447";"COCA COLA KS ZERO";"COCA-COLA KS ZERO";"1";"3.29";"3.29";"10";"2025-09-24 22:58:03"
"279";"COCA COLA KS";"COCA-COLA KS";"1";"3.3";"3.3";"10";"2025-09-24 22:57:40"
"10206";"SALADA ROMANA";"ALFACE AMERICANA";"0.2";"16.5";"3.3";NULL;"2025-09-23 18:05:28"
"10208";"SALADA ROMANA";"QUEIJO MINAS";"0.06";"34";"2.04";NULL;"2025-09-23 18:05:28"
"10209";"SALADA ROMANA";"FRANGO CUBOS 200G";"0.5";"5.09";"2.54";NULL;"2025-09-23 18:05:28"
"10210";"SALADA ROMANA";"TOMATE CEREJA";"0.06";"14";"0.84";NULL;"2025-09-23 18:05:28"
"10211";"SALADA ROMANA";"CEBOLA ROXA";"0.01";"4.64";"0.05";NULL;"2025-09-23 18:05:28"
"10212";"SALADA ROMANA";"AMENDOA LAMINADA ASSADA";"0.015";"146.6";"2.2";NULL;"2025-09-23 18:05:28"
"10213";"SALADA ROMANA";"SAL REFINADO";"0.001";"1.25";"0";NULL;"2025-09-23 18:05:28"
"10214";"SALADA ROMANA";"PAPRICA PICANTE";"0.001";"35";"0.04";NULL;"2025-09-23 18:05:28"
"10215";"SALADA ROMANA";"MANTEIGA COM SAL";"0.005";"42.68";"0.21";NULL;"2025-09-23 18:05:28"
"12193";"SALADA ROMANA";"CENOURA";"0.05";"3.57";"0.18";NULL;"2025-09-23 18:05:28"
"12650";"MOLHO POMODORO";"MOLHO POMODODRO";"5.1";NULL;NULL;NULL;"2025-09-23 17:05:17"
"13276";"BLEND DE QUEIJOS EMPANADO 120G";"BLEND DE QUEIJOS REDONDO 120G";"1";"6.38";"6.38";NULL;"2025-09-22 16:14:44"
"13277";"BLEND DE QUEIJOS EMPANADO 120G";"FARINHA DE ROSCA";"0.015";"7.48";"0.11";NULL;"2025-09-22 16:14:44"
"13278";"BLEND DE QUEIJOS EMPANADO 120G";"FARINHA PANKO";"0.015";"19.9";"0.3";NULL;"2025-09-22 16:14:44"
"1984";"AD OVO";"OVO";"1";"0.55";"0.55";"3";"2025-09-22 16:06:31"
"13268";"AD FRANGO AO MOLHO DE QUEIJOS";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";NULL;"2025-09-22 16:00:10"
"13269";"AD FRANGO AO MOLHO DE QUEIJOS";"FRANGO CUBOS 200G";"2";"5.09";"10.18";NULL;"2025-09-22 16:00:10"
"13270";"AD FRANGO AO MOLHO DE QUEIJOS";"QUEIJO MUÇARELA";"0.02";"33.02";"0.66";NULL;"2025-09-22 16:00:10"
"13271";"AD FRANGO AO MOLHO DE QUEIJOS";"LEITE INTEGRAL";"0.03";"5.57";"0.17";NULL;"2025-09-22 16:00:10"
"13272";"AD FRANGO AO MOLHO DE QUEIJOS";"QUEIJO CHEDDAR FATIA";"0.02";"33.3";"0.67";NULL;"2025-09-22 16:00:10"
"13273";"AD FRANGO AO MOLHO DE QUEIJOS";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";NULL;"2025-09-22 16:00:10"
"13274";"AD FRANGO AO MOLHO DE QUEIJOS";"SAL COM ERVAS";"0.01";"7.46";"0.07";NULL;"2025-09-22 16:00:10"
"318";"MOLHO DE ERVAS";"SALSA FRESCA";"0.02692";"48";"1.29";NULL;"2025-09-22 10:50:00"
"319";"MOLHO DE ERVAS";"COENTRO FRESCO";"0.02692";"49.52";"1.33";NULL;"2025-09-22 10:50:00"
"320";"MOLHO DE ERVAS";"ALHO";"0.023";"22";"0.51";NULL;"2025-09-22 10:50:00"
"321";"MOLHO DE ERVAS";"MOSTARDA DIJON";"0.0076";"32.43";"0.25";NULL;"2025-09-22 10:50:00"
"322";"MOLHO DE ERVAS";"SAL REFINADO";"0.0046";"1.25";"0.01";NULL;"2025-09-22 10:50:00"
"323";"MOLHO DE ERVAS";"OVO EM PÓ";"0.0307";"46";"1.41";NULL;"2025-09-22 10:50:00"
"324";"MOLHO DE ERVAS";"OLEO DE SOJA";"0.8307";"8.75";"7.27";NULL;"2025-09-22 10:50:00"
"327";"MOLHO DE ERVAS";"CEBOLINHA";"0.02692";"50";"1.35";NULL;"2025-09-22 10:50:00"
"2597";"MOLHO DE ERVAS";"VINAGRE DE ÁLCOOL";"0.01446";"5.32";"0.08";NULL;"2025-09-22 10:50:00"
"2598";"MOLHO DE ERVAS";"AJINOMOTO";"0.0046";"44.92";"0.21";NULL;"2025-09-22 10:50:00"
"2599";"MOLHO DE ERVAS";"ALECRIM FRESCO";"0.00385";"60";"0.23";NULL;"2025-09-22 10:50:00"
"8909";"MOLHO DE ERVAS";"PIMENTA BODE";"0.00962";"25";"0.24";NULL;"2025-09-22 10:50:00"
"9624";"MOLHO DE ERVAS";"REQUEIJÃO CREMOSO";"0.06154";"24.65";"1.52";NULL;"2025-09-22 10:50:00"
"12072";"MOLHO DE ERVAS";"AZEITE COMPOSTO";"0.03077";"20.16";"0.62";NULL;"2025-09-22 10:50:00"
"10141";"BATATA CHIPS";"OLEO DE SOJA";"3.6";"8.75";"31.5";NULL;"2025-09-22 10:47:28"
"12019";"BATATA CHIPS";"BATATA INGLESA";"4.16667";"4";"16.67";NULL;"2025-09-22 10:47:28"
"13249";"EXCLUIR";"BEEF ANCHO 160 G ALMOCO";"1";"9.55";"9.55";NULL;"2025-09-19 16:28:41"
"10793";"BEEF ANCHO 160 G ALMOCO";"ANCHO";"0.167";"44.93";"7.5";NULL;"2025-09-19 16:00:52"
"13103";"AD FRANGO AO MOLHO DE QUEIJOS";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";NULL;"2025-09-19 15:17:45"
"13104";"AD FRANGO AO MOLHO DE QUEIJOS";"FRANGO CUBOS 200G";"2";"5.09";"10.18";NULL;"2025-09-19 15:17:45"
"13105";"AD FRANGO AO MOLHO DE QUEIJOS";"QUEIJO MUÇARELA";"0.02";"33.02";"0.66";NULL;"2025-09-19 15:17:45"
"13106";"AD FRANGO AO MOLHO DE QUEIJOS";"LEITE INTEGRAL";"0.03";"5.57";"0.17";NULL;"2025-09-19 15:17:45"
"13107";"AD FRANGO AO MOLHO DE QUEIJOS";"QUEIJO ESTEPE";"0.02";"56.7";"1.13";NULL;"2025-09-19 15:17:45"
"13108";"AD FRANGO AO MOLHO DE QUEIJOS";"QUEIJO CHEDDAR FATIA";"0.02";"33.3";"0.67";NULL;"2025-09-19 15:17:45"
"13109";"AD FRANGO AO MOLHO DE QUEIJOS";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";NULL;"2025-09-19 15:17:45"
"13110";"AD FRANGO AO MOLHO DE QUEIJOS";"SAL COM ERVAS";"0.01";"7.46";"0.07";NULL;"2025-09-19 15:17:45"
"13111";"AD FRANGO AO MOLHO DE QUEIJOS";"QUEIJO PARMESÃO";"0.01";"56";"0.56";NULL;"2025-09-19 15:17:45"
"9844";"MOLHO MOSTARDA E MEL";"AZEITE DE OLIVA 5 LTS";"0.25";"45.68";"11.42";NULL;"2025-09-19 14:36:48"
"13263";"ANCHO 160G AO MADEIRA - MSP";"OVO";"1";"0.55";"0.55";"49";"2025-09-19 14:02:50"
"13231";"AD FILE BOVINO CUBOS 120G";"FILE  CUBOS 120G";"1";"11.14";"11.14";"30";"2025-09-19 13:49:06"
